filename,class_name,context_name,caption
2378475.jpg,dog,pole,a man and a little girl playing frisbee in a park
2320410.jpg,dog,pole,two women sitting under an umbrella at a park
2365847.jpg,dog,pole,a dog jumping up to catch a frisbee
2365030.jpg,dog,pole,a brown and white dog on a skateboard
2410306.jpg,dog,pole,a white pick up truck driving down a road
2396020.jpg,dog,pole,a dog looking out the window of a car
2365756.jpg,dog,pole,a brown dog sitting in the back seat of a car
2407271.jpg,dog,pole,a train on a track near a fence
2399233.jpg,dog,pole,a man and a dog are walking in the snow
2401124.jpg,dog,pole,a dog looking out the window of a car
2391488.jpg,dog,pole,a man walking down the street with a dog
2349682.jpg,dog,pole,a parking meter on the side of the street
2358535.jpg,dog,pole,a man sitting on a bench with a dog
2360562.jpg,dog,pole,two people on skis in the snow
2384917.jpg,dog,pole,a dog wearing a hat on top of his head
2410321.jpg,dog,pole,a brown and white cow standing next to a fence
2347851.jpg,dog,pole,a fire hydrant and a sign on the side of a road
2347413.jpg,dog,pole,a clock on the side of a building
2412384.jpg,dog,pole,a dog is standing in the water near a boat
2377075.jpg,dog,pole,a small dog sitting in the back of a car
2413346.jpg,dog,pole,three women sitting on a bench next to a bear
2323635.jpg,dog,pole,a parking lot filled with lots of parked cars
2334891.jpg,dog,pole,a woman and her dog on skis in the snow
2409069.jpg,dog,pole,a brown dog standing on a sidewalk next to a fire hydrant
2416819.jpg,dog,pole,a street sign on a pole in a city
2401465.jpg,dog,pole,a person walking a dog on a trail
2367351.jpg,dog,pole,a woman is petting a black and white dog
2412049.jpg,dog,pole,a brown and white dog standing next to a fence
2361821.jpg,dog,pole,a man and a woman on surfboards in the water
2417191.jpg,dog,pole,a man riding a skateboard on top of a city street
2370710.jpg,dog,pole,two white dogs sitting on a park bench
2380929.jpg,dog,pole,a dog sitting in the back seat of a car
2327579.jpg,dog,pole,a dog jumping in the air to catch a frisbee
2414767.jpg,dog,pole,people standing around a tent with a horse
2386031.jpg,dog,pole,a small brown dog standing next to a flower pot
2318046.jpg,dog,pole,a dog catching a frisbee in its mouth
2370660.jpg,dog,pole,a dog is looking out the window of a truck
2328037.jpg,dog,pole,a white dog standing on a sidewalk next to a fire hydrant
2366845.jpg,dog,pole,a black and white dog standing next to a group of sheep
2368734.jpg,dog,pole,a person sitting on a bike in the street
2366619.jpg,dog,pole,a dog standing next to a parking meter
2320636.jpg,dog,pole,a man riding on the back of a brown horse
2388375.jpg,dog,pole,a blue and white cat sitting in front of a window
2412423.jpg,dog,pole,a woman is petting a brown and white cow
2318372.jpg,dog,pole,a man riding on the back of a brown horse
2395277.jpg,dog,pole,a large truck with a dog on the back of it
1592064.jpg,dog,pole,two dogs are sitting on a bench by the water
2405063.jpg,dog,pole,a dog sitting in the driver's seat of a car
2380298.jpg,dog,pole,a brown horse standing on top of a lush green field
2371268.jpg,dog,pole,a black dog with a red collar sitting in the grass
2365556.jpg,dog,pole,a dog sitting on the side of the road
2394687.jpg,dog,pole,a truck that is sitting on the side of the road
2393779.jpg,dog,pole,a person riding skis on top of a snow covered slope
2396762.jpg,dog,pole,two dogs playing with a frisbee in the snow
2396753.jpg,dog,pole,a man sitting on a bench with a dog
2318384.jpg,dog,pole,a woman holding a dog in her hand
2387950.jpg,dog,pole,a car is parked on the side of the road
2380409.jpg,dog,pole,a man standing next to a dog on the side of a road
2329292.jpg,dog,pole,people walking down a street
2316133.jpg,dog,pole,a man sitting in a chair with a dog under an umbrella
2359181.jpg,dog,pole,a man is looking at birds on a street
2349275.jpg,dog,pole,a black and white dog standing next to a wooden crate
2379667.jpg,dog,pole,a woman sitting on a bench next to a dog
2397149.jpg,dog,pole,a man sitting in the snow with a dog
2355727.jpg,dog,pole,a dog jumping in the air to catch a frisbee
2336693.jpg,dog,pole,a black and white dog jumping in the air to catch a frisbee
2383170.jpg,dog,pole,a row of motorcycles parked in a parking lot
2316789.jpg,dog,pole,a dog standing next to a parking meter
2316980.jpg,dog,pole,a man and a dog are walking in the snow
2372618.jpg,dog,pole,a dog sitting in the driver's seat of a car
2413880.jpg,dog,pole,three young people riding skateboards down a city street
2319295.jpg,dog,pole,a man on a surfboard in the water with a dog
2371675.jpg,dog,pole,a dog is standing on the back of a truck
2413820.jpg,dog,pole,a woman sitting on a bench with a dog
2360443.jpg,dog,pole,a woman and her dog playing frisbee in a field
2350951.jpg,dog,pole,a dog is looking out the window of a car
2335189.jpg,dog,pole,a man and a woman walking a dog on a city street
2343283.jpg,dog,pole,a man walking a dog on a leash on a sidewalk
2352572.jpg,dog,pole,a dog running in the grass with a frisbee in its mouth
2370145.jpg,dog,pole,a dog laying in the middle of a flooded street
2357609.jpg,dog,pole,a brown and white horse standing next to a fence
2358659.jpg,dog,pole,a woman catching a frisbee in a park
2326242.jpg,dog,pole,a dog standing next to a boat on the water
2351872.jpg,dog,pole,a man standing on a park bench next to a group of people
2393366.jpg,dog,pole,a black dog sitting on top of a boat
2348263.jpg,dog,pole,people crossing the street at an intersection
2387862.jpg,dog,pole,a person jumping a horse over a jump
2336673.jpg,dog,pole,a dog with a frisbee in its mouth
2355465.jpg,dog,pole,a dog walking across a snow covered slope
1160209.jpg,dog,pole,a dog standing on top of a boat in the water
2367595.jpg,dog,pole,a woman sitting on a bench with a dog
2376475.jpg,dog,pole,a man in a red shirt is holding a dog
2356431.jpg,dog,pole,a window with a bird sitting on it next to a tree
2409228.jpg,dog,pole,a white dog standing on a sidewalk next to a building
2395166.jpg,dog,pole,a dog jumping up to catch a frisbee
2348342.jpg,dog,pole,a dog jumping up to catch a frisbee
2342008.jpg,dog,pole,a beach with umbrellas on the beach
2414213.jpg,dog,pole,a man driving a truck with a dog on top of it
2400105.jpg,dog,dresser,a dog sleeping on a bed next to a laptop
2416953.jpg,dog,dresser,a man laying on a bed with two dogs
2392560.jpg,dog,dresser,a white dog laying on top of a white bed
2382256.jpg,dog,dresser,a brown dog sitting in front of a wooden door
2386116.jpg,dog,dresser,a dog sitting in a suitcase on the floor
2377830.jpg,dog,dresser,a white dog sitting on top of a bed next to a person
2330381.jpg,dog,dresser,a living room filled with furniture and a tv
2398985.jpg,dog,dresser,a dog laying on a blanket on a bed
2342235.jpg,dog,dresser,a dog laying on top of a bed next to a tv
2367068.jpg,dog,dresser,a small white dog standing in front of a door
2352588.jpg,dog,dresser,a black dog laying on top of a bed
2396422.jpg,dog,dresser,two dogs laying on a bed next to each other
2371402.jpg,dog,dresser,a woman sitting on a bed in front of a mirror
2345543.jpg,dog,cake,a dog that is eating a cake on a table
2350677.jpg,dog,cake,a woman standing next to a table with a cake
2359349.jpg,dog,cake,a dog eating a piece of cake on a plate
2326204.jpg,dog,cake,a young boy eating a piece of cake with a dog
2366038.jpg,dog,cake,two dogs eating food from a plate on a table
2398065.jpg,dog,cake,a woman holding a dog in front of a cake
2402933.jpg,dog,cake,a small white dog sitting on a couch next to a laptop
2382042.jpg,dog,cake,a woman and a man are looking at a cake
2345520.jpg,dog,cake,a birthday party for a little girl with a birthday cake
2323429.jpg,dog,cake,a cake with a stuffed animal on top of it
2357723.jpg,dog,cake,a birthday cake with a train on top of it
285650.jpg,dog,cake,a woman holding a cake in front of a stove
2417584.jpg,dog,cake,a dog standing in front of a cake on a counter
2321821.jpg,dog,cake,a dog eating a donut in a living room
2331395.jpg,dog,cake,a dog sitting on top of a bed next to a cake
2405708.jpg,dog,cake,a brown and white dog sitting next to a table with a table cloth
2410321.jpg,dog,cow,a brown and white cow standing next to a fence
2416861.jpg,dog,cow,a cow standing on top of a lush green field
2330389.jpg,dog,cow,a dog chasing after a cow in a field
2404933.jpg,dog,cow,a herd of sheep standing on top of a dirt road
2359012.jpg,dog,cow,a baby calf standing next to a larger calf
2350325.jpg,dog,cow,a brown and white cow and a black and white cow
2391905.jpg,dog,cow,a dog and a cow are standing in a field
2369968.jpg,dog,cow,a truck and a horse in a field
2398189.jpg,dog,cow,a herd of cattle on a grassy field
2339341.jpg,dog,cow,two dogs running on the beach with a cow
2346042.jpg,dog,cow,cows walking down a dirt road
2394992.jpg,dog,cow,a man standing next to a dog in a field
2352946.jpg,dog,cow,a herd of sheep standing on top of a dry grass field
2354516.jpg,dog,cow,a dog and a cow standing next to each other
2417648.jpg,dog,cow,a herd of cattle grazing on a lush green hillside
2361973.jpg,dog,cow,a herd of cows walking down a street next to a building
107926.jpg,dog,cow,a herd of cattle walking down a dirt road
2362696.jpg,dog,cow,a cow standing next to a motorcycle in a field
2388428.jpg,dog,cow,a herd of cattle standing in a grassy field
2412423.jpg,dog,cow,a woman is petting a brown and white cow
2364208.jpg,dog,cow,a brown and white cow looking at the camera
2345710.jpg,dog,cow,a herd of cattle standing on top of a dry grass covered field
2381721.jpg,dog,cow,a herd of cattle grazing on a lush green field
2328085.jpg,dog,cow,two people walking down a path with a dog
2356473.jpg,dog,cow,a man standing in a field with a herd of cattle
2341260.jpg,dog,cow,a black and white cow standing in a field
2404956.jpg,dog,cow,a cow standing on the side of a road next to a building
2416340.jpg,dog,cow,a herd of cattle standing on top of a lush green field
2416400.jpg,dog,cat,a dog and a cat sitting on a surfboard
2346772.jpg,dog,cat,a cat sitting on a chair in front of a television
2344881.jpg,dog,cat,a cat sitting on a table next to a bottle of water
2317705.jpg,dog,cat,a dog laying on a blanket next to a sign
2359938.jpg,dog,cat,a collage of photos showing different types of food
2324062.jpg,dog,cat,a brown and white dog and a black and white cat
2392688.jpg,dog,cat,a cat sitting on top of a tv next to a television
2327653.jpg,dog,cat,a cat sitting on top of a tv screen
2368434.jpg,dog,cat,a dog and a cat are playing in the grass
2394168.jpg,dog,cat,a dog laying on top of a bed in a room
2403329.jpg,dog,cat,a cat sitting on the floor looking at a tv
2402100.jpg,dog,cat,a cat standing on top of a bicycle
2397167.jpg,dog,cat,a woman sitting on a bed with a cat
2322897.jpg,dog,cat,a girl laying on the floor next to a dog
2416154.jpg,dog,cat,a dog laying on the ground next to a cat
2355278.jpg,dog,cat,a cat sitting under an umbrella on the floor
2339137.jpg,dog,cat,a dog laying in the grass next to other dogs
2330184.jpg,dog,cat,a dog and a cat laying on a bed
2359073.jpg,dog,cat,a cat laying on the ground next to a dog
2316968.jpg,dog,cat,a cat laying on the floor next to a dog
2339511.jpg,dog,cat,a black and white dog and a black and white cat
2400368.jpg,dog,cat,a dog is looking out of a window
2336077.jpg,dog,cat,a black and white cat and a black and white dog
2387315.jpg,dog,cat,a dog and a cat laying on a bed
2391586.jpg,dog,cat,a white dog laying on top of a stone wall
2344063.jpg,dog,cat,a dog standing in the grass next to a tree
2377255.jpg,dog,cat,a cat standing on a kitchen counter next to a dog
2408383.jpg,dog,cat,a dog sitting on a bed next to a cat
2319449.jpg,dog,cat,a black and white cat sitting on a mirror
2324518.jpg,dog,cat,a dog and a cat are standing in a living room
2396989.jpg,dog,cat,two children laying on a couch with a dog
2367226.jpg,dog,cat,a dog laying on a blanket on the floor
2319723.jpg,dog,cat,a cat is looking at a computer screen
2365600.jpg,dog,cat,a man and a dog laying on a couch
2402079.jpg,dog,cat,a cat sitting on top of a wooden bench
2397277.jpg,dog,cat,a dog laying on the floor next to a couch
2320517.jpg,dog,cat,a cat laying on top of a woman's legs
2414023.jpg,dog,cat,a black and white cat and a brown and white dog
2346853.jpg,dog,cat,a living room filled with furniture and a kitchen
2368563.jpg,dog,cat,a black and white cat and a black and white dog
2382789.jpg,dog,cat,a cat that is laying down on the floor
2381433.jpg,dog,cat,a cat sitting on top of a red fire hydrant
2353191.jpg,dog,cat,a teddy bear sitting on top of a white plate
2416435.jpg,dog,cat,a cat sitting on top of a table next to an orange
2374046.jpg,dog,cat,a cat and a dog laying on a bed
713943.jpg,dog,cat,a dog eating food from a plate on a table
2353942.jpg,dog,cat,a black and white cat and a black and white dog
2373581.jpg,dog,cat,a cat sitting in a kitchen sink
2395369.jpg,dog,cat,a black and white dog standing next to a black and white cat
2416465.jpg,dog,cat,a black and white cat sitting in front of a window
2411533.jpg,dog,cat,a black and white cat and a brown and white dog on a leash
2330381.jpg,dog,cat,a living room filled with furniture and a tv
2344455.jpg,dog,cat,a man and a dog sleeping on a bed
2386317.jpg,dog,cat,a dog sitting in front of a birthday cake
2330673.jpg,dog,cat,a display case filled with lots of stuffed animals
2398449.jpg,dog,cat,a black and white dog laying in a bed
2318872.jpg,dog,cat,a dog and a cat playing together in a parking lot
2317863.jpg,dog,cat,a black cat sitting in a suitcase
3753.jpg,dog,cat,a cat that is standing on the ground
2371528.jpg,dog,cat,a black and white dog laying on top of a couch
2320118.jpg,dog,cat,a person holding an umbrella on a sidewalk
2415707.jpg,dog,tray,a woman sitting on a couch with two dogs
2345543.jpg,dog,tray,a dog that is eating a cake on a table
2416154.jpg,dog,tray,a dog laying on the ground next to a cat
2362928.jpg,dog,tray,a table topped with plates filled with cakes and drinks
2409292.jpg,dog,tray,a hot dog on a bun with mustard and ketchup
2321114.jpg,dog,tray,a hot dog with mustard and ketchup on a tray
2364637.jpg,dog,tray,a black and white dog standing next to a pizza
2377864.jpg,dog,tray,a small dog sitting on a wooden bench
2342959.jpg,dog,tray,a man cutting a cake on a table
2357723.jpg,dog,tray,a birthday cake with a train on top of it
2343212.jpg,dog,tray,a dog sitting on a desk in front of a window
2394890.jpg,dog,tray,a person sitting at a table with a laptop
2374180.jpg,dog,tray,a man sitting in front of a tv watching a dog
2411601.jpg,dog,tray,a black and white cat laying on top of a bed
2405708.jpg,dog,tray,a brown and white dog sitting next to a table with a table cloth
2369270.jpg,dog,dirt,a black and white dog with a frisbee in its mouth
2379956.jpg,dog,dirt,two dogs playing with a frisbee in the grass
2351824.jpg,dog,dirt,a bicycle parked next to a train on a track
2407359.jpg,dog,dirt,a man and a little girl on a beach with surfboards
2346042.jpg,dog,dirt,cows walking down a dirt road
2330843.jpg,dog,dirt,a motorcycle is parked on the side of the road
2368907.jpg,dog,dirt,a sandwich on a paper towel with a bite taken out of it
2317373.jpg,dog,dirt,a black and white dog and some sheep in a field
2320708.jpg,dog,dirt,a dog with a baseball bat in its mouth
2372598.jpg,dog,dirt,a brown and white dog standing on the side of a road
2365905.jpg,dog,dirt,a herd of sheep standing on top of a lush green field
2394945.jpg,dog,dirt,a herd of sheep in a pen with a dog
2375845.jpg,dog,dirt,a dog sitting on a leash on a dirt road
2379263.jpg,dog,dirt,a black and white dog standing on a dirt path
2355607.jpg,dog,dirt,a dog and a cat playing frisbee in a field
2371440.jpg,dog,dirt,a white dog sitting on top of a white board
2368737.jpg,dog,dirt,a boy and a dog standing next to a body of water
2355266.jpg,dog,dirt,a woman standing on top of a field with a frisbee
2416154.jpg,dog,dirt,a dog laying on the ground next to a cat
2383663.jpg,dog,dirt,a brown horse standing next to a black horse
2409022.jpg,dog,dirt,a flock of sheep standing on top of a lush green field
2351612.jpg,dog,dirt,a dog laying on the grass next to a body of water
2380834.jpg,dog,dirt,a herd of sheep walking across a dirt road
2395227.jpg,dog,dirt,a little girl standing in the grass with a dog
2377282.jpg,dog,dirt,elephants are standing in the middle of a river
2347332.jpg,dog,dirt,a small dog sitting on a park bench
2317786.jpg,dog,dirt,a dog laying on the ground with a pink frisbee
2340860.jpg,dog,dirt,a man standing next to a train on a track
2388648.jpg,dog,dirt,a dog laying on the ground next to a boat
2317153.jpg,dog,dirt,two dogs standing next to each other on a bench
2376453.jpg,dog,dirt,two dogs are playing with each other in the yard
2357485.jpg,dog,dirt,a dog running on the beach with a ball in its mouth
2366945.jpg,dog,dirt,a polar bear playing with a ball in the water
2337260.jpg,dog,dirt,a dog with a frisbee in its mouth
2380923.jpg,dog,dirt,a brown and white dog laying on a bed next to a window
2386802.jpg,dog,dirt,a colorful kite on a beach near the ocean
2366946.jpg,dog,dirt,a man standing on a beach flying a kite
2392212.jpg,dog,dirt,a dog running in the grass with a frisbee in its mouth
2390585.jpg,dog,dirt,a herd of sheep standing on top of a lush green field
2325561.jpg,dog,dirt,a brown dog and a black dog standing next to each other
2385757.jpg,dog,dirt,a dog laying on the ground next to a rock
2367351.jpg,dog,dirt,a woman is petting a black and white dog
2406932.jpg,dog,dirt,a dog catching a frisbee in its mouth
2337501.jpg,dog,dirt,a dog with a frisbee in its mouth
2332607.jpg,dog,dirt,a black dog standing on top of a sandy beach
2365964.jpg,dog,dirt,surfers standing on top of a beach
2375856.jpg,dog,dirt,a brown dog standing next to a bike
2364208.jpg,dog,dirt,a brown and white cow looking at the camera
2411937.jpg,dog,dirt,a dog laying in the grass next to a frisbee
2380298.jpg,dog,dirt,a brown horse standing on top of a lush green field
2328085.jpg,dog,dirt,two people walking down a path with a dog
2405432.jpg,dog,dirt,a dog jumping in the air to catch a frisbee
2362161.jpg,dog,dirt,three people on surfboards in the middle of the ocean
2321145.jpg,dog,dirt,a dog with a frisbee in its mouth
2403124.jpg,dog,dirt,two brown and white dogs and a man
2406744.jpg,dog,dirt,a black dog standing on top of a picnic table
2417154.jpg,dog,dirt,a dog running with a frisbee in its mouth
2322281.jpg,dog,dirt,a man holding a frisbee in his right hand
2389470.jpg,dog,dirt,elephants standing in a grassy area
2363495.jpg,dog,dirt,giraffes are standing in a field
2364372.jpg,dog,dirt,a woman riding on the back of a brown horse
2327364.jpg,dog,dirt,a white dog holding a frisbee in its mouth
2363267.jpg,dog,dirt,a man and a dog sitting on a bench
2393598.jpg,dog,dirt,a motorcycle parked on the side of the road
2384424.jpg,dog,dirt,a dog that is sitting on the back of a motorcycle
2397768.jpg,dog,dirt,a number of dogs on a beach near a body of water
2344583.jpg,dog,dirt,a man and a dog are playing frisbee in a park
2397828.jpg,dog,dirt,a dog laying on the ground next to a brick wall
2377179.jpg,dog,dirt,a cat that is laying down on a chair
2397193.jpg,dog,dirt,a dog standing on top of a log in the woods
2387928.jpg,dog,dirt,a tree in the middle of a grassy field
2395775.jpg,dog,dirt,two dogs standing next to each other on a dirt road
2389743.jpg,dog,dirt,a man and a dog standing in front of a pickup truck
2343674.jpg,dog,dirt,a large elephant standing next to a fence
2411951.jpg,dog,dirt,a man sitting on a bench next to a dog
2370647.jpg,dog,tag,a black dog wearing a hat
2337205.jpg,dog,tag,a black and white dog laying in the grass with a water bottle
2355329.jpg,dog,tag,a dog laying on top of a bed
2323699.jpg,dog,tag,a woman holding a dog in her arms
2347801.jpg,dog,tag,a dog standing on a desk next to a laptop computer
107970.jpg,dog,tag,a black dog sitting on top of a bicycle
2404687.jpg,dog,tag,a dog sitting on a couch watching tv
2417574.jpg,dog,tag,a man standing next to a herd of sheep
2319590.jpg,dog,tag,a black dog playing with a frisbee in the grass
1592123.jpg,dog,tag,snowboarders and snowboarders in the snow
2328105.jpg,dog,tag,a cat laying on top of a laptop computer
2346042.jpg,dog,tag,cows walking down a dirt road
1386.jpg,dog,tag,a dog sitting on a chair in a room
2415243.jpg,dog,tag,a dog laying on a couch next to a remote control
2342671.jpg,dog,tag,a dog that is laying down in a suitcase
2393574.jpg,dog,tag,a white dog laying on the floor in a living room
2353468.jpg,dog,tag,a black and white dog standing next to a group of people
2340388.jpg,dog,tag,a dog laying on the ground next to a dirt road
2353191.jpg,dog,tag,a teddy bear sitting on top of a white plate
2321237.jpg,dog,tag,a brown dog sitting on a couch
2402059.jpg,dog,tag,a dog wearing a bow tie sitting on a bed
2391621.jpg,dog,tag,a woman holding a small dog in a room
2368621.jpg,dog,tag,a white and brown dog sitting next to a woman
2378865.jpg,dog,tag,a dog standing on a leash next to a red and white fire hydrant
2377200.jpg,dog,tag,a bus that is parked on the side of the road
2382042.jpg,dog,tag,a woman and a man are looking at a cake
2381777.jpg,dog,tag,a dog with a leash on walking on a path
2353465.jpg,dog,tag,two dogs are sitting on a wooden bench
2391972.jpg,dog,tag,a dog standing on top of a fire hydrant
2367488.jpg,dog,tag,a dog sitting in the back seat of a car
2375845.jpg,dog,tag,a dog sitting on a leash on a dirt road
2328720.jpg,dog,tag,a dog sitting in the passenger seat of a boat
2322086.jpg,dog,tag,a black and white dog laying on the floor
2339493.jpg,dog,tag,a brown and white dog standing on a beach
2357994.jpg,dog,tag,a dog sitting on a table in a factory
2409920.jpg,dog,tag,a brown dog sitting on top of a luggage bag
2345068.jpg,dog,tag,a brown and white dog laying on top of a blanket
2400727.jpg,dog,tag,a small black and white dog playing with a frisbee
2376104.jpg,dog,tag,a woman and a dog sitting next to each other
2377704.jpg,dog,tag,a man and a woman petting a dog on a leash
2390039.jpg,dog,tag,a dog laying on a bed next to a person
2380043.jpg,dog,tag,a cat laying on top of a blanket on the floor
2380220.jpg,dog,tag,a dog laying on a couch with a stuffed animal
2363386.jpg,dog,tag,a dog sitting on a chair in front of a desk
2324410.jpg,dog,tag,people riding skis down a snow covered slope
2415851.jpg,dog,tag,a black dog sitting in a kitchen next to a refrigerator
2338060.jpg,dog,tag,a dog sitting in the grass next to a tree
2401273.jpg,dog,tag,a dog sitting on top of a skateboard
2396329.jpg,dog,tag,a black and white dog is looking at a book
2318934.jpg,dog,tag,a small white dog wearing a blue and white striped shirt
2403057.jpg,dog,tag,a brown dog laying on a blue lawn chair
2376453.jpg,dog,tag,two dogs are playing with each other in the yard
2410967.jpg,dog,tag,a dog and a cat are playing together
2403710.jpg,dog,tag,a number of people on a paddle board in the water
2356015.jpg,dog,tag,a black and white dog standing in front of a frisbee
2357190.jpg,dog,tag,a man and a dog laying on a bed
2353942.jpg,dog,tag,a black and white cat and a black and white dog
2400114.jpg,dog,tag,a black and white dog wearing a hat
2367714.jpg,dog,tag,a black dog is laying on a couch
2408633.jpg,dog,tag,a black dog with a frisbee in its mouth
2356836.jpg,dog,tag,a black dog running with a black dog in a parking lot
2330673.jpg,dog,tag,a display case filled with lots of stuffed animals
2398334.jpg,dog,tag,a dog standing in the snow with a frisbee in its mouth
2400958.jpg,dog,tag,a dog and a man standing next to each other
2362525.jpg,dog,tag,a dog that is wearing a backpack
2330218.jpg,dog,tag,a dog carrying a backpack on its back
2410321.jpg,dog,tag,a brown and white cow standing next to a fence
2372715.jpg,dog,tag,a brown dog standing next to a black dog
2367250.jpg,dog,tag,a black and white dog sniffing a fire hydrant
2377864.jpg,dog,tag,a small dog sitting on a wooden bench
2401465.jpg,dog,tag,a person walking a dog on a trail
2413160.jpg,dog,tag,a black and white dog laying on top of a bed
2383244.jpg,dog,tag,a person holding a stuffed animal on a bed
2408110.jpg,dog,tag,a street scene with a building and a bicycle
2385466.jpg,dog,tag,a black dog sitting in the back of a car
2334734.jpg,dog,tag,a black dog standing on top of a beach
2380606.jpg,dog,tag,a dog with a backpack is walking in the parking lot
2400793.jpg,dog,tag,a brown dog standing on top of a lush green field
2402907.jpg,dog,tag,a brown and white dog standing on a rug
2409245.jpg,dog,tag,a car that has a bike on top of it
2380956.jpg,dog,tag,a dog sitting in the back of a pickup truck
2400362.jpg,dog,tag,a man holding a cat in his hand
2372055.jpg,dog,tag,a dog that is sitting on a boat
2342762.jpg,dog,tag,a brown and white dog sitting on top of a skateboard
2364208.jpg,dog,tag,a brown and white cow looking at the camera
2338103.jpg,dog,tag,a man in a suit and tie sitting next to a dog
2361529.jpg,dog,tag,a woman and her dog are in the field with sheep
2383524.jpg,dog,tag,a brown and white dog laying on the floor
2362196.jpg,dog,tag,a dog with a frisbee in its mouth
2365318.jpg,dog,tag,a black dog with a frisbee in its mouth
2410147.jpg,dog,tag,a small dog sitting inside of an oven
2322093.jpg,dog,tag,a black and white dog looking out of a window
2347254.jpg,dog,tag,a herd of sheep standing on top of a dry grass covered field
2321901.jpg,dog,tag,a brown and white dog laying on a rug
2331525.jpg,dog,tag,a man sitting in a car with a dog on his lap
2405633.jpg,dog,tag,a dog sitting in a suitcase on the floor
2337254.jpg,dog,tag,a dog sniffing a water bottle on a beach
2350951.jpg,dog,tag,a dog is looking out the window of a car
2371220.jpg,dog,tag,a herd of sheep standing on top of a lush green field
2346513.jpg,dog,tag,a dog that is sitting in a chair
2378738.jpg,dog,tag,a black and white dog wearing a collar
2386600.jpg,dog,tag,a dog laying on the grass next to a frisbee
2326242.jpg,dog,tag,a dog standing next to a boat on the water
2334171.jpg,dog,tag,a man carrying a bag of luggage down a sidewalk
2389636.jpg,dog,tag,a white dog sitting in a car seat
2393895.jpg,dog,tag,a brown dog laying next to a christmas tree
2399913.jpg,dog,tag,a dog sitting in the back seat of a truck
2364603.jpg,dog,tag,a street scene with a car and a dog
2416340.jpg,dog,tag,a herd of cattle standing on top of a lush green field
2411951.jpg,dog,tag,a man sitting on a bench next to a dog
2346637.jpg,dog,life jacket,a man and a dog on a beach with a surfboard
2368944.jpg,dog,life jacket,a dog chasing a group of people on a surfboard
2325500.jpg,dog,life jacket,a dog on a surfboard in the water
2381489.jpg,dog,life jacket,a man and a dog standing on a surfboard
2349993.jpg,dog,life jacket,a dog riding a surfboard on top of a wave
2361883.jpg,dog,life jacket,a man and a woman on a surfboard in the ocean
2357191.jpg,dog,life jacket,a man riding a surfboard on top of a wave
2387137.jpg,dog,life jacket,a woman sitting on a boat with a dog
2370415.jpg,dog,life jacket,a dog riding a surfboard on top of a wave
2331118.jpg,dog,life jacket,a dog on a surfboard in the water
2377944.jpg,dog,life jacket,a dog that is on a surfboard in the water
2370845.jpg,dog,life jacket,a dog riding a surfboard on top of a wave
2403710.jpg,dog,life jacket,a number of people on a paddle board in the water
2329347.jpg,dog,life jacket,a woman sitting on a paddle boat in the water
2378073.jpg,dog,life jacket,a dog that is in the water with a surfboard
2324106.jpg,dog,life jacket,people on surfboards in the water
2317661.jpg,dog,life jacket,a woman on a surfboard with a dog in the water
2336458.jpg,dog,life jacket,a large group of people in a body of water
2379063.jpg,dog,life jacket,a man and a dog on a paddle board in the water
2334564.jpg,dog,surfboard,a person riding a surfboard on top of a body of water
2346637.jpg,dog,surfboard,a man and a dog on a beach with a surfboard
2359938.jpg,dog,surfboard,a collage of photos showing different types of food
2414707.jpg,dog,surfboard,a large group of people on a beach with a dog
2322792.jpg,dog,surfboard,a dog on a surfboard in the water
2330356.jpg,dog,surfboard,a man standing next to a wooden table with a dog
2372581.jpg,dog,surfboard,a dog and a man on a surfboard in the water
2405419.jpg,dog,surfboard,a woman sitting on a beach next to a dog
2331063.jpg,dog,surfboard,a dog standing on top of a surfboard on the beach
2338165.jpg,dog,surfboard,a dog on a surfboard in the water
2320130.jpg,dog,surfboard,a dog on a surfboard in the water
2342016.jpg,dog,surfboard,a man and a dog on a surfboard in the ocean
2406607.jpg,dog,surfboard,a man sitting on a bench with a surfboard
2377113.jpg,dog,surfboard,a man holding a surfboard next to a dog on a beach
2357191.jpg,dog,surfboard,a man riding a surfboard on top of a wave
2409740.jpg,dog,surfboard,a man riding a bike down a street next to a group of people
2395395.jpg,dog,surfboard,a dog on a surfboard in the water
2391307.jpg,dog,surfboard,a man riding a surfboard on top of a body of water
2404065.jpg,dog,surfboard,two people on surfboards in the water
2402984.jpg,dog,surfboard,surfboards are lined up on the beach
2345562.jpg,dog,surfboard,a woman riding a surfboard on top of a wave in the ocean
2365964.jpg,dog,surfboard,surfers standing on top of a beach
2417801.jpg,dog,surfboard,a man riding a surfboard on top of a wave
2412342.jpg,dog,surfboard,a person walking on a beach with a surfboard
2363292.jpg,dog,surfboard,a man sitting on a surfboard in the water
2371922.jpg,dog,surfboard,surfers on a beach near the ocean
2370415.jpg,dog,surfboard,a dog riding a surfboard on top of a wave
2349591.jpg,dog,surfboard,two people on surfboards in the water
2379063.jpg,dog,surfboard,a man and a dog on a paddle board in the water
2379710.jpg,dog,surfboard,a dog riding a surfboard on top of a wave
2354569.jpg,dog,surfboard,a man walking on the beach with a surfboard
2356713.jpg,dog,surfboard,a dog and a person on a surfboard in the water
2331118.jpg,dog,surfboard,a dog on a surfboard in the water
2361220.jpg,dog,surfboard,a man with a surfboard and a dog on the beach
2377944.jpg,dog,surfboard,a dog that is on a surfboard in the water
